region,period,community_id,n_words,top_words_preview,label,lane,origin,inherited_from
british,1650-1670,19,71,xiiii; xxxix; xxii; xvi; xxvii; xxxv; xxv; xxi; xvii; xli,Mixed Proper Names & Fragments,Structural / Uncertain,inherited,1630-1650#16
british,1670-1690,4,5989,harddwch; gel; owle; amorite; interjection; deceat; scripserit; hebraism; ideot; replevin,Legal & Property Administration,"Government, Law & Administration",inherited,1650-1670#6
british,1670-1690,16,1192,amaziah; zephaniah; haran; ammonites; ios; edom; moabites; joash; jehoram; jerem,Grammar & Parts of Speech,"Books, Learning & Scholarship",inherited,1650-1670#16
british,1670-1690,10,2648,sdeath; ler; sylvia; ghabh; leonora; ata; nish; lamh; ging; bheir,Miscellaneous Vocabulary List (Glossary),Structural / Uncertain,inherited,1650-1670#9
british,1670-1690,2,7569,catarrhs; serous; acrimonious; dropsies; waterish; imposthumes; cholick; mucilaginous; unctuous; gouts,"Realm, Governance & Institutions","Government, Law & Administration",inherited,1650-1670#2
british,1670-1690,14,1365,uncharitably; cautiously; physically; nimbler; accurately; injuriously; formally; disingenuously; copiously; impudently,Directional Adverbs,Structural / Uncertain,inherited,1650-1670#12
british,1670-1690,11,2536,witless; sot; bouncing; melodious; juggler; wench; fops; jade; coxcomb; fiddle,Mixed Proper Names & Fragments,Structural / Uncertain,inherited,1650-1670#19
british,1670-1690,3,6218,pheasant; turkeys; thornback; pidgeons; sattin; peritonaeum; thorax; capon; turkies; partridges,Household Goods & Domestic Life,"Domestic Life, Dress & Household",inherited,1650-1670#3
british,1670-1690,0,10137,coop'd; pufft; trussed; scoft; loveth; block'd; interprets; randome; flings; flung,Common Verb Infinitives,Structural / Uncertain,inherited,1650-1670#1
british,1670-1690,5,3750,salmas; republ; demosthenis; venetiis; subtilitate; emendat; praef; bibl; parisiis; athenaeum,Miscellaneous Vocabulary List (Glossary),Structural / Uncertain,inherited,1650-1670#5
british,1670-1690,6,3736,neilson; griffith; smyth; vernon; frampton; nichols; campbell; clavering; dixon; altham,English Surnames List,Structural / Uncertain,inherited,1650-1670#7
british,1670-1690,13,1900,soir; juger; divertir; l'eternel; cieux; muraille; tourner; trouv; trouver; pourquoi,Law French Legal Terms,Structural / Uncertain,inherited,1650-1670#14
british,1670-1690,8,3424,odfa; synwyr; enwedigol; truan; hollawl; crefyddol; ynom; erioed; rheini; oddieithr,Welsh Text,Structural / Uncertain,inherited,1650-1670#15
british,1670-1690,7,3719,ovidius; croatia; caius; phoenicia; dalmatia; thracia; thrace; sclavonia; croia; aulus,Chronicle Narrative: Places & Nobility,"History, Genealogy, Nobility & Kinship",inherited,1650-1670#11
british,1670-1690,1,10017,ultro; istiusmodi; itidem; scripsisse; radicibus; rursus; aliquae; quippe; copias; attulit,Latin Text,Structural / Uncertain,inherited,1650-1670#0
british,1670-1690,12,2465,scabious; cinam; spinage; bugloss; purslain; haustu; galangal; fryed; euphorbium; poplar,"Herbs, Spices & Poultry","Domestic Life, Dress & Household",inherited,1650-1670#10
british,1670-1690,19,228,neots; helens; augustine's; sebastians; antoine; barbe; ieroms; olaves; denis; johnstons,Latin Text Fragments & Saints' Names,Structural / Uncertain,inherited,1650-1670#18
british,1670-1690,18,275,see'st; enjoyest; deniest; said'st; shou'dst; answerest; thinkst; perceivest; mean'st; seek'st,Second-Person Verb Forms,Structural / Uncertain,inherited,1650-1670#17
british,1670-1690,17,397,father'd; rely'd; descanted; doats; horsback; doated; descanting; relyed; commented; animadvert,Church Calendar & Feast Days,"Religion, Theology & the Church",inherited,1650-1670#13
british,1670-1690,15,1224,nostrorum; praedictorum; praedicti; praedictum; westmonasterii; joanne; praedictam; praedicto; praedicta; specialiter,Virtue & Moral Qualities,Morality: Virtue & Vice,inherited,1650-1670#4
british,1670-1690,9,3138,tragacantha; convenienti; dieci; mframvill; hereditament; verificatur; castr; anegos; voluntates; ffrwythlon,Diseases & Bodily Humors,"Medicine, Body & Health",inherited,1650-1670#8
british,1670-1690,20,21,first's; rufus; third's; second's; th's; fourth's; firsts; seventh's; vth; sevenths,Ordinal Possessive Forms,Structural / Uncertain,llm,
british,1690-1710,7,2560,manufacturies; ejectment; lessor; grantee; assignment; tradesmen; treasurers; abbots; attornment; supersedeas,Legal & Property Administration,"Government, Law & Administration",inherited,1670-1690#4
british,1690-1710,3,3802,ideot; accomplice; extortioner; irishman; atrophy; enthusiast; tolc; elephant; abscess; essentially,"Realm, Governance & Institutions","Government, Law & Administration",inherited,1670-1690#2
british,1690-1710,4,3777,wench; jade; bully; beaus; bullies; fops; sot; lass; fidler; blockhead,Mixed Proper Names & Fragments,Structural / Uncertain,inherited,1670-1690#11
british,1690-1710,6,2712,daphnis; tuneful; thund'ring; warbling; melodious; ecchoing; roars; conqu'ring; britannia's; ratling,Ordinal Possessive Forms,Structural / Uncertain,inherited,1670-1690#20
british,1690-1710,0,6535,loveth; acknowledgeth; explains; asserteth; asserts; calleth; ascribes; reminds; intitle; pestered,Common Verb Infinitives,Structural / Uncertain,inherited,1670-1690#0
british,1690-1710,9,2315,brabant; lawenburg; cuirassiers; anjou; humber; tours; boisleduc; courtray; bruges; bourdeaux,Chronicle Narrative: Places & Nobility,"History, Genealogy, Nobility & Kinship",inherited,1670-1690#7
british,1690-1710,18,225,iune; iuly; ianuary; thursday; christmas; wednesday; munday; midsummer; feb; tuesday,Virtue & Moral Qualities,Morality: Virtue & Vice,inherited,1670-1690#15
british,1690-1710,17,768,disingenuously; unchristianly; learnedly; injuriously; judiciously; accurately; falsely; shamefully; pertinently; unfairly,Directional Adverbs,Structural / Uncertain,inherited,1670-1690#14
british,1690-1710,16,858,baasha; manasseh; pharez; abimelech; joram; amnon; manasses; jotham; jeroboam; ismael,Grammar & Parts of Speech,"Books, Learning & Scholarship",inherited,1670-1690#16
british,1690-1710,5,2932,biblioth; orationes; operum; ovidii; caius; ecclesiasticae; illustrata; advers; veterum; opuscula,Miscellaneous Vocabulary List (Glossary),Structural / Uncertain,inherited,1670-1690#5
british,1690-1710,8,2501,catarrhs; abdomen; rheumatisms; viscous; intestines; diarrhaea; saline; flegm; viscid; membranes,"Herbs, Spices & Poultry","Domestic Life, Dress & Household",inherited,1670-1690#12
british,1690-1710,12,1683,relyed; stir'd; flung; blocked; fathered; patched; wrap'd; puff'd; instilled; preying,Church Calendar & Feast Days,"Religion, Theology & the Church",inherited,1670-1690#17
british,1690-1710,14,1274,urania; alon; slife; lucy; i'faith; dor; florella; eust; saun; marg,Miscellaneous Vocabulary List (Glossary),Structural / Uncertain,inherited,1670-1690#10
british,1690-1710,2,3962,lbj; purslain; bugloss; betony; mugwort; buckles; cinamon; rhodium; asparagus; starch,Household Goods & Domestic Life,"Domestic Life, Dress & Household",inherited,1670-1690#3
british,1690-1710,10,2303,davenport; wentworth; clarke; marson; evans; papillon; hodges; huntingdon; marmaduke; wray,English Surnames List,Structural / Uncertain,inherited,1670-1690#6
british,1690-1710,15,1080,pourtant; sujet; maniere; danemarc; famille; peuvent; peu; enfans; connoissance; personne,Law French Legal Terms,Structural / Uncertain,inherited,1670-1690#13
british,1690-1710,1,5575,ornamenta; quippe; vestra; idque; perpetu; sermone; praedicto; denique; nostrorum; hactenus,Latin Text,Structural / Uncertain,inherited,1670-1690#1
british,1690-1710,11,1851,colligimus; cubhaid; pactis; memores; apollonia; conditionibus; guebriant; bhl; chugadsa; albe,Diseases & Bodily Humors,"Medicine, Body & Health",inherited,1670-1690#9
british,1690-1710,19,167,knowst; saw'st; saist; saidst; shou'dst; findest; thinkst; cou'dst; knewest; seemest,Second-Person Verb Forms,Structural / Uncertain,inherited,1670-1690#18
british,1690-1710,13,1575,cnawdol; bywyd; oblegid; weled; gwell; iddynt; gwrandewch; hyd; trwy'r; in'i,Welsh Text,Structural / Uncertain,inherited,1670-1690#8
british,1690-1710,20,65,sketch; madona; dobson; rubens; velden; hondius; verelst; wyck; brower; dyck,Latin Text Fragments & Saints' Names,Structural / Uncertain,inherited,1670-1690#19
british,1710-1730,8,455,elegant; morality; shocking; wholesome; refined; delicate; nauseous; exquisite; rigid; pernicious,Directional Adverbs,Structural / Uncertain,inherited,1690-1710#17
british,1710-1730,6,496,genuine; doctrine; earthquake; revelation; juvenal; hypothesis; chapter; argument; emblem; alteration,"Realm, Governance & Institutions","Government, Law & Administration",inherited,1690-1710#3
british,1710-1730,5,499,satisfy; communicate; reduce; urge; bend; procure; advise; punish; offend; injure,Law French Legal Terms,Structural / Uncertain,inherited,1690-1710#15
british,1710-1730,13,36,lighter; harder; bigger; higher; larger; weaker; stronger; easier; cheaper; shorter,Miscellaneous Vocabulary List (Glossary),Structural / Uncertain,inherited,1690-1710#5
british,1710-1730,4,545,membranes; salts; juices; fibres; fluid; nervous; kidneys; contagious; viscid; internal,"Herbs, Spices & Poultry","Domestic Life, Dress & Household",inherited,1690-1710#8
british,1710-1730,9,419,amber; oyl; honey; wax; roses; sugar; syrup; oil; skins; tartar,Household Goods & Domestic Life,"Domestic Life, Dress & Household",inherited,1690-1710#2
british,1710-1730,10,411,rav; jub; cun; luc; gard; alan; juba; lucy; britt; arg,Miscellaneous Vocabulary List (Glossary),Structural / Uncertain,inherited,1690-1710#14
british,1710-1730,2,808,demonstrated; suggested; view'd; saluted; proved; obstructed; mourn'd; vanquish'd; declared; observed,Common Verb Infinitives,Structural / Uncertain,inherited,1690-1710#0
british,1710-1730,3,634,steuart; murray; lennox; katharine; angus; ibidem; crawfurd; malcolm; argyle; errol,English Surnames List,Structural / Uncertain,inherited,1690-1710#10
british,1710-1730,0,1150,vertues; revenues; linen; appearances; colonies; provinces; rights; eloquence; dispositions; plantations,Legal & Property Administration,"Government, Law & Administration",inherited,1690-1710#7
british,1710-1730,1,1134,amid; purple; tow'rs; billows; floods; verdant; coursers; fragrant; boughs; steeds,Ordinal Possessive Forms,Structural / Uncertain,inherited,1690-1710#6
british,1710-1730,11,279,pour'd; pulls; pull'd; ran; drive; thrown; shake; stretch; threw; flung,Church Calendar & Feast Days,"Religion, Theology & the Church",inherited,1690-1710#12
british,1710-1730,7,478,heav'nly; abodes; toils; sire; woe; haughty; gen'rous; chiefs; wanton; inspires,Mixed Proper Names & Fragments,Structural / Uncertain,inherited,1690-1710#4
british,1710-1730,12,248,dum; quam; quis; tamen; hoc; jacobi; enim; atque; suo; suis,Latin Text,Structural / Uncertain,inherited,1690-1710#1
british,1730-1750,0,1164,popes; institutions; universities; markets; virginia; employments; allies; islands; bishops; offspring,Legal & Property Administration,"Government, Law & Administration",inherited,1710-1730#0
british,1730-1750,7,556,variation; nascent; cube; conception; demonstration; evanescent; definition; defect; magnitude; extension,"Realm, Governance & Institutions","Government, Law & Administration",inherited,1710-1730#6
british,1730-1750,12,38,bigger; sweeter; fairer; wiser; lighter; harder; easier; smaller; dearer; closer,Miscellaneous Vocabulary List (Glossary),Structural / Uncertain,inherited,1710-1730#13
british,1730-1750,5,663,bend; submit; apply; tempt; proclaim; satisfy; persuade; expose; recommend; deny,Law French Legal Terms,Structural / Uncertain,inherited,1710-1730#5
british,1730-1750,2,1026,acrimony; stimulating; pungent; distinguishing; relaxing; moisture; specifick; viscous; barley; serum,"Herbs, Spices & Poultry","Domestic Life, Dress & Household",inherited,1710-1730#4
british,1730-1750,6,614,durham; canterbury; buckingham; hon; nicholas; december; ralph; archbishop; gloucester; worcester,English Surnames List,Structural / Uncertain,inherited,1710-1730#3
british,1730-1750,8,464,cured; discouraged; tried; published; proved; demonstrated; dismissed; discovered; esteemed; computed,Common Verb Infinitives,Structural / Uncertain,inherited,1710-1730#2
british,1730-1750,9,403,jewk; badg; lud; lucy; clifford; biddy; nood; guz; bassino; masinissa,Miscellaneous Vocabulary List (Glossary),Structural / Uncertain,inherited,1710-1730#10
british,1730-1750,4,719,arches; shells; shields; lawn; turf; floating; yellow; landing; broad; horn,Household Goods & Domestic Life,"Domestic Life, Dress & Household",inherited,1710-1730#9
british,1730-1750,1,1066,list'ning; proudly; peaceful; mourns; albion; ey'd; godlike; panting; glows; wisdom's,Mixed Proper Names & Fragments,Structural / Uncertain,inherited,1710-1730#7
british,1730-1750,3,735,legions; flow'rs; azure; purple; sable; spoils; op'ning; verdant; roses; laurels,Ordinal Possessive Forms,Structural / Uncertain,inherited,1710-1730#1
british,1730-1750,10,399,roll'd; sheds; pour'd; descending; breathes; lifts; spreads; sinks; hung; thrust,Church Calendar & Feast Days,"Religion, Theology & the Church",inherited,1710-1730#11
british,1730-1750,11,397,ejusdem; carr; villae; tynam; tamen; chantery; ecclesiae; matthew; ita; cui,Latin Text,Structural / Uncertain,inherited,1710-1730#12
british,1750-1770,4,1310,descriptive; essential; insurrection; fundamental; uniform; oration; powerfully; efficacious; metaphysics; contradictory,"Herbs, Spices & Poultry","Domestic Life, Dress & Household",inherited,1730-1750#2
british,1750-1770,3,1334,translation; utility; morality; evidence; obstruction; intricacy; anguish; production; modification; selfishness,"Realm, Governance & Institutions","Government, Law & Administration",inherited,1730-1750#7
british,1750-1770,12,132,sixty; forty; harder; pence; lighter; acres; sixteen; fourteen; faster; shillings,Miscellaneous Vocabulary List (Glossary),Structural / Uncertain,inherited,1730-1750#12
british,1750-1770,9,822,urs; eh; beverley; clara; lucetta; beville; pru; nan; carewe; pestle,Miscellaneous Vocabulary List (Glossary),Structural / Uncertain,inherited,1730-1750#9
british,1750-1770,1,1536,ruthven; waverl; heming; chartul; grizel; ker; chaja; fraser; eglington; azim,English Surnames List,Structural / Uncertain,inherited,1730-1750#6
british,1750-1770,0,1979,foaming; glitt'ring; vaulted; glade; dewy; flow'ry; flow'rs; curling; crystal; baleful,Ordinal Possessive Forms,Structural / Uncertain,inherited,1730-1750#3
british,1750-1770,5,1036,strengthened; attacked; influenced; endowed; checked; obstructed; defeated; awaked; assuring; secured,Common Verb Infinitives,Structural / Uncertain,inherited,1730-1750#8
british,1750-1770,6,941,vanquish'd; teribazus; indignant; unhallow'd; othman; zopiron; unrelenting; pharasmanes; aemilius; godlike,Mixed Proper Names & Fragments,Structural / Uncertain,inherited,1730-1750#1
british,1750-1770,8,890,deny; tempt; provoke; convince; reconcile; communicate; gild; persuade; appease; strengthen,Law French Legal Terms,Structural / Uncertain,inherited,1730-1750#5
british,1750-1770,2,1471,institutions; saxons; regulating; incursions; substances; revenues; tenets; counties; republics; discontents,Legal & Property Administration,"Government, Law & Administration",inherited,1730-1750#0
british,1750-1770,7,932,velvet; cream; rice; silk; intestines; glands; barley; fluids; skins; cavity,Household Goods & Domestic Life,"Domestic Life, Dress & Household",inherited,1730-1750#4
british,1750-1770,10,804,pulled; beach; rolled; pours; flung; stepped; lifts; wakes; poured; slipt,Church Calendar & Feast Days,"Religion, Theology & the Church",inherited,1730-1750#10
british,1750-1770,13,26,did'st; could'st; mayst; couldst; think'st; should'st; sayst; didst; wouldst; know'st,Second-Person Verb Forms (Archaic),Structural / Uncertain,llm,
british,1750-1770,11,571,ita; dum; quem; thomae; olim; hoc; modo; che; fuit; ipse,Latin Text,Structural / Uncertain,inherited,1730-1750#11
british,1770-1790,2,1983,solids; urine; spasms; adhuc; irritation; saline; viscid; stimulus; serum; irritability,"Realm, Governance & Institutions","Government, Law & Administration",inherited,1750-1770#3
british,1770-1790,16,74,heavier; harder; bigger; sweeter; safer; swifter; lighter; richer; stronger; clearer,Comparative Adjectives,Structural / Uncertain,llm,
british,1770-1790,9,931,reconcile; expose; suggest; dismiss; adhere; injure; apply; transmit; vex; resign,Law French Legal Terms,Structural / Uncertain,inherited,1750-1770#8
british,1770-1790,5,1313,complex; irritable; disgusting; unwarrantable; beneficial; invidious; scrupulous; prevalent; inconsiderate; acrimonious,"Herbs, Spices & Poultry","Domestic Life, Dress & Household",inherited,1750-1770#4
british,1770-1790,14,461,axis; transverse; semi; triangle; rectangle; dc; conjugate; ag; ordinate; ninety,Miscellaneous Vocabulary List (Glossary),Structural / Uncertain,inherited,1750-1770#12
british,1770-1790,7,1203,fag; kit; bravo; jemmy; snob; betty; susan; dar; lau; hamet,Miscellaneous Vocabulary List (Glossary),Structural / Uncertain,inherited,1750-1770#9
british,1770-1790,15,443,thompson; watson; pennant; browne; walker; dodd; trueman; colville; norris; hicks,English Surnames & Character Names,Structural / Uncertain,llm,
british,1770-1790,0,3048,dewy; crystal; lightnings; vernal; ruthless; burnish'd; hoar; threat'ning; warbled; zephyrs,Ordinal Possessive Forms,Structural / Uncertain,inherited,1750-1770#0
british,1770-1790,3,1788,striped; stockings; curled; plantains; jacket; pot; fowls; studded; boiled; yams,Household Goods & Domestic Life,"Domestic Life, Dress & Household",inherited,1750-1770#7
british,1770-1790,6,1259,weakened; strengthened; overpowered; expelled; deposed; declared; ratified; nominated; relaxed; encouraged,Common Verb Infinitives,Structural / Uncertain,inherited,1750-1770#5
british,1770-1790,1,2145,governors; institutions; prelates; bishops; establishments; payment; compositions; barons; revenues; surplus,Legal & Property Administration,"Government, Law & Administration",inherited,1750-1770#2
british,1770-1790,4,1745,d'no; willielmo; johanne; dicto; volumus; eisdem; fenwick; hugo; ellison; tighernac,English Surnames List,Structural / Uncertain,inherited,1750-1770#1
british,1770-1790,8,1019,seu; sibi; dicti; tamen; sicut; neque; omnibus; hac; successores; eadem,Latin Text,Structural / Uncertain,inherited,1750-1770#11
british,1770-1790,13,490,flung; pulled; pull; pulling; rolled; toss; walked; driving; rushes; drag,Church Calendar & Feast Days,"Religion, Theology & the Church",inherited,1750-1770#10
british,1770-1790,11,648,sloping; cliffs; rocky; euxine; cliff; tartary; skirts; severn; baltic; caverns,"Rivers, Mountains & Landscape","Nature, Landscape & Weather",llm,
british,1770-1790,10,677,forsakes; constituting; beholds; owns; exerting; prompts; employing; upbraided; acknowledges; supporting,Mixed Proper Names & Fragments,Structural / Uncertain,inherited,1750-1770#6
british,1770-1790,12,598,thucydides; leland; bibl; eccles; polybius; harl; siculus; coll; harleian; vo,Classical Historians & Manuscript Citations,"Books, Learning & Scholarship",llm,
british,1770-1790,17,28,wouldst; shouldst; did'st; could'st; say'st; mayst; couldst; should'st; think'st; seest,Second-Person Verb Forms (Archaic),Structural / Uncertain,inherited,1750-1770#13
british,1790-1810,4,1104,inveterate; refined; captivating; forcible; animating; eloquent; soothing; ingenuous; pathetic; injurious,"Herbs, Spices & Poultry","Domestic Life, Dress & Household",inherited,1770-1790#5
british,1790-1810,13,294,annual; augmentation; yearly; eleventh; october; february; product; pound; payment; ninety,Miscellaneous Vocabulary List (Glossary),Structural / Uncertain,inherited,1770-1790#14
british,1790-1810,14,58,heavier; bigger; harder; richer; lighter; sweeter; oftener; finer; happier; fewer,Comparative Adjectives,Structural / Uncertain,inherited,1770-1790#16
british,1790-1810,0,1999,ecclesiastical; maxims; fervour; establishments; rancour; publications; institutions; diction; priesthood; tenets,Legal & Property Administration,"Government, Law & Administration",inherited,1770-1790#1
british,1790-1810,1,1703,flung; darted; stimulated; soothed; pushed; sanctioned; pulled; throws; sprang; preserves,Common Verb Infinitives,Structural / Uncertain,inherited,1770-1790#6
british,1790-1810,5,897,jen; len; wal; eh; georgina; m'gil; char; phae; mog; billy,Miscellaneous Vocabulary List (Glossary),Structural / Uncertain,inherited,1770-1790#7
british,1790-1810,11,476,ferruginous; transversely; yellowish; brownish; whitish; streaked; striated; cylindrical; livid; dusky,"Rivers, Mountains & Landscape","Nature, Landscape & Weather",inherited,1770-1790#11
british,1790-1810,8,725,avowal; vo; translation; professor; prefixed; supplement; quarto; assemblage; doctrine; plato,Classical Historians & Manuscript Citations,"Books, Learning & Scholarship",inherited,1770-1790#12
british,1790-1810,6,839,reconcile; betray; induce; resist; weaken; satisfy; reduce; restrain; renounce; reveal,Law French Legal Terms,Structural / Uncertain,inherited,1770-1790#9
british,1790-1810,3,1503,hallow'd; beauty's; odours; skies; fading; heaving; sky; glowing; snowy; kindling,Ordinal Possessive Forms,Structural / Uncertain,inherited,1770-1790#0
british,1790-1810,2,1507,parsley; potatoes; pipes; vales; groves; onions; lancashire; caves; silk; beef,Household Goods & Domestic Life,"Domestic Life, Dress & Household",inherited,1770-1790#3
british,1790-1810,7,756,argyle; stewart; suffolk; fife; berwick; douglas; earls; murray; aberdeen; berkshire,English Surnames List,Structural / Uncertain,inherited,1770-1790#4
british,1790-1810,12,410,delaval; walsingham; warton; elford; burton; jenkins; clifford's; erskine; evelyn; tangent,English Surnames & Character Names,Structural / Uncertain,inherited,1770-1790#15
british,1790-1810,9,707,sulz; turdus; leurs; justin; cinerea; episcopus; peu; ind; seu; sont,Latin Text,Structural / Uncertain,inherited,1770-1790#8
british,1790-1810,10,562,irritability; fluids; bile; vascular; intestinal; mucus; debility; lungs; vomiting; fluid,"Realm, Governance & Institutions","Government, Law & Administration",inherited,1770-1790#2
