region,period,community_id,n_words,top_words_preview,label,lane,origin,inherited_from,fit_check_rationale
british,1510-1530,1,1713,noblesse; benygne; trueth; pride; hatred; merites; petycyon; merytes; felycyte,"Virtue, Nobility & Human Character",Morality: Virtue & Vice,human,,
british,1670-1690,3,1927,convenienti; intelligeret; greystok; stafelloedd; morle; donatis; dieci; ddisgwil; roiaume,Mixed Fragments & Proper Names,Structural / Uncertain,inherited,1650-1670#4,Still mixed fragments and proper names.
british,1670-1690,76,163,ddylai; ddaw; phob; gostyngeiddrwydd; wnaeth; chadw; chariad; thrugaredd; nyni,Welsh-Language Text,Structural / Uncertain,human,,
british,1670-1690,19,1227,lyfrau; saeson; ni's; lleill; ebrwydd; difa; pechu; cynghorion; odfa,Welsh-Language Text,Structural / Uncertain,human,1650-1670#63,
british,1670-1690,18,1229,jussa; applicata; maligna; commercio; copiis; calido; febri; cuivis; aestus,Mixed Miscellany,Structural / Uncertain,inherited,1650-1670#64,Still Latin miscellany.
british,1670-1690,74,175,processit; peculiari; utroque; usquam; necne; ipsarum; solitus; quidquam; hactenus,Latin Text,Structural / Uncertain,human,,
british,1670-1690,5,1767,organis; impietatis; normam; similitudine; praescripta; pharmaco; simulque; praedam; muneris,Latin Text,Structural / Uncertain,inherited,1650-1670#1,Still Latin text.
british,1670-1690,82,24,quibuscun; utr; quaecun; quacun; cujuscun; parente; undi; deni; utra; plerum,Legal & Regnal Citation Abbreviations,Structural / Uncertain,inherited,1650-1670#69,"Still Latin legal/grammatical 'que'-suffix fragments, broadly consistent with the label's legal-citation framing."
british,1690-1710,57,177,connection; congruity; agreements; indissoluble; amity; allies; union; treaties; treaty,"Concord, Alliance & Treaties","Government, Law & Administration",human,1670-1690#64,
british,1690-1710,20,924,essentially; essence; cogitation; ens; indivisible; intellect; operations; extension; corporeal,Theological & Philosophical Vocabulary,"Religion, Theology & the Church",inherited,1670-1690#27,Still philosophical/theological vocabulary.
british,1690-1710,33,705,daphnis; daphne; britannia's; pallas; nymph; damon; minerva; phillis; phoebus,Classical Mythological Names,"Literature, Drama & Poetic Diction",inherited,1670-1690#49,Still classical mythological names.
british,1690-1710,7,1251,untractable; morose; unmannerly; outragious; disingenuous; villainous; ungovernable; incoherent; elegant,"Vice, Sin & Moral Corruption",Morality: Virtue & Vice,inherited,1670-1690#21,Still vice/moral-corruption vocabulary.
british,1690-1710,59,158,swifter; pleasanter; blacker; quicker; broader; bigger; handsomer; drier; finer,Comparative & Superlative Adjectives,Structural / Uncertain,inherited,1670-1690#62,Still comparative/superlative adjectives.
british,1690-1710,54,278,grocer; barber; carpenter; tradesman; politician; vindicator; scholar; statesman; mathematician,Occupational & Social Types,"Trade, Finance & Commerce",human,1670-1690#5,
british,1690-1710,36,587,bishops; abbots; despotical; colleges; synods; parishes; suffragan; jurisdictions; jurisdiction,Ecclesiastical & Civil Administration,"Government, Law & Administration",inherited,1670-1690#16,Still ecclesiastical/civil administration vocabulary.
british,1690-1710,10,1167,demonstrated; accosted; courted; censur'd; affirmed; evinced; woo'd; requested; reproached,Chronicle Narrative Verb Forms,Structural / Uncertain,inherited,1670-1690#17,Still narrative past-tense verb forms.
british,1690-1710,15,1032,tours; ghent; pinnace; lisbon; boisleduc; montpellier; limoges; courtray; charleroy,Naval & Military Forces,Military & Warfare,inherited,1670-1690#43,"Core is now largely European city names (likely campaign/siege locations), with mid/peripheral tiers retaining military vocabulary."
british,1690-1710,51,385,thursday; iune; iuly; eucharist; christmas; wednesday; ianuary; festival; solemnities,"Festivals, Celebrations & Calendar Rites",Structural / Uncertain,inherited,1670-1690#63,Still calendar/festival vocabulary.
british,1690-1710,19,950,vivacity; seriousness; affability; excellence; goodness; elegance; joys; delicacy; affable,Virtue & Character Qualities,Morality: Virtue & Vice,inherited,1670-1690#15,Still virtue/character-quality vocabulary.
british,1690-1710,21,888,unchristianly; disingenuously; learnedly; impudently; judiciously; unfairly; injuriously; gravely; dextrously,Manner & Certainty Adverbs,Structural / Uncertain,inherited,1670-1690#25,Still manner adverbs.
british,1690-1710,1,1783,intitle; inflame; say; endear; distract; entitle; divest; misrepresent; disarm,General Action Verbs,Structural / Uncertain,inherited,1670-1690#9,Still general action verbs.
british,1690-1710,2,1600,demandant; treasurers; grantee; replevin; retorn; copyholder; grantor; ejectment; deputies,"Property, Rents & Jurisdictions","Government, Law & Administration",inherited,1670-1690#8,Still property/legal vocabulary.
british,1690-1710,46,461,beatrix; mistriss; claudia; lady; neice; isabel; maud; emma; uncle,Social & Occupational Types,Structural / Uncertain,inherited,1670-1690#55,Still social/kinship types.
british,1690-1710,13,1099,manuscript; assertions; logical; expositions; latine; geography; astronomy; geometry; reasonings,"Argument, Demonstration & Definition",Rhetoric & Persuasion,inherited,1670-1690#14,Still scholarly/rhetorical argument vocabulary.
british,1690-1710,26,817,baasha; jotham; pharez; joash; moab; jehosaphat; ismael; abimelech; joram,Old Testament Biblical Figures,"Religion, Theology & the Church",inherited,1670-1690#31,Still Old Testament biblical figures.
british,1690-1710,42,537,bc; cone; superficies; abcd; radius; circles; diameters; chord; abc,Astronomy & Geometry,"Science, Mathematics & Natural Philosophy",inherited,1670-1690#48,Still astronomy/geometry vocabulary.
british,1690-1710,38,582,tallow; tradesmen; merchants; manufacturies; exporting; groats; manufactures; traders; pences,"Trades, Manufacture & Commerce","Trade, Finance & Commerce",inherited,1670-1690#65,Still trade/commerce vocabulary.
british,1690-1710,8,1244,puff'd; blocked; toss; flung; rowling; leapt; tumbled; heaved; patched,Common Action & Motion Verbs,Structural / Uncertain,inherited,1670-1690#22,Still common motion verbs.
british,1690-1710,39,541,abdomen; membranes; intestines; tendon; cranium; peritonaeum; cartilage; cavity; anus,Human Anatomy,"Medicine, Body & Health",inherited,1670-1690#54,Still anatomy vocabulary.
british,1690-1710,63,71,he'll; i'll; she'll; i'le; wou'd; you'll; i'de; he'l; i'd,Contracted Pronoun-Verb Forms,Structural / Uncertain,inherited,1670-1690#79,Still contracted pronoun-verb forms.
british,1690-1710,30,794,dusky; radiant; flow'ry; verdant; meads; currents; flow'rs; spicy; shady,Pastoral Landscape Imagery,"Nature, Landscape & Weather",human,1670-1690#73,
british,1690-1710,16,1008,alon; dor; saun; lucy; pshaw; urania; clar; alonzo; petruchio,Dramatic Character Names & Oaths,"Literature, Drama & Poetic Diction",inherited,1670-1690#20,Still dramatic character names and oaths.
british,1690-1710,47,448,sketch; velden; niches; hondius; madona; porches; basons; statues; structures,Architectural & Artistic Features,"Domestic Life, Dress & Household",human,1670-1690#26,
british,1690-1710,18,965,biblioth; advers; librorum; syntagma; orationes; illustrata; institutio; justini; evangel,Latin Word-Stem Fragments,Structural / Uncertain,inherited,1670-1690#38,Still Latin word-stem fragments.
british,1690-1710,27,816,inveigh'd; inveighed; dissentions; exclaim'd; tortur'd; declaimed; anxieties; declaim'd; exclaimed,"Disasters, Perplexity & Misfortune","Literature, Drama & Poetic Diction",inherited,1670-1690#35,Still misfortune/conflict vocabulary.
british,1690-1710,12,1116,clarke; watson; wentworth; griffith; ramsay; marmaduke; evans; davenport; upton,English Surnames,"History, Genealogy, Nobility & Kinship",inherited,1670-1690#1,Still English surnames.
british,1690-1710,22,880,sensuality; intemperance; extortions; imprudence; rapines; levity; peevishness; ncleanness; disingenuity,"Vice, Intemperance & Moral Failing",Morality: Virtue & Vice,inherited,1670-1690#37,Still vice vocabulary.
british,1690-1710,64,49,drindod; chwefror; llun; ebrill; ysgw; gwedi'r; wedi'r; coesau; cluniau,Welsh-Language Text,Structural / Uncertain,inherited,1670-1690#19,Still Welsh-language text.
british,1690-1710,61,126,laught; connived; leastwise; conniv'd; scoffed; laugh'd; laughed; boggle; laughs,Mixed Reaction & Emotion Verbs,Structural / Uncertain,inherited,1670-1690#42,"Still reaction verbs (laughing, scoffing, conniving)."
british,1690-1710,5,1367,buckles; velvet; stockins; feathers; ribbons; curl'd; whitish; shank; slit,Heraldic Colors & Costume,"Domestic Life, Dress & Household",inherited,1670-1690#12,Still costume/textile vocabulary.
british,1690-1710,28,801,brabant; gascony; kiovia; languedoc; juliers; eric; guienne; picardy; angoumois,European & British Place Names,Geography & Territory,inherited,1670-1690#7,Still European/British place names.
british,1690-1710,23,844,fops; wench; jade; fumbling; bully; scurrility; clown; ribaldry; pedant,Social Types & Character Names,Structural / Uncertain,inherited,1670-1690#23,Still social types.
british,1690-1710,35,596,pestered; clog'd; intermixed; intermingled; environed; impregnated; satiated; replenished; plagu'd,Mixed Miscellaneous Verbs,Structural / Uncertain,inherited,1670-1690#52,Still mixed miscellaneous verbs.
british,1690-1710,32,769,viscous; flegm; slimy; viscid; mucilage; attenuating; mucilaginous; lympha; sulphureous,Bodily Ailments & Symptoms,"Medicine, Body & Health",inherited,1670-1690#13,Still bodily-ailment/medical vocabulary.
british,1690-1710,11,1165,loveth; explains; asserts; asserteth; ascribes; affirmeth; opposeth; opposes; seeth,Third-Person Singular Verb Forms,Structural / Uncertain,inherited,1670-1690#4,Still third-person singular verb forms.
british,1690-1710,55,185,denis; quintin; georges; laurence; bernardi; martin's; alban; iago; lucar,Ecclesiastical Names & Word Fragments,Structural / Uncertain,inherited,1670-1690#60,Still ecclesiastical names.
british,1690-1710,37,583,goths; parthians; tartars; saracens; muscovites; arrians; gauls; phaenicians; pelagians,Ancient & Modern Peoples & Nations,"History, Genealogy, Nobility & Kinship",inherited,1670-1690#29,Still peoples/nations.
british,1690-1710,14,1032,attack'd; extirpated; weaken'd; attacked; routed; attackt; ruined; destroy'd; warm'd,Military Attack & Conflict Verbs,Military & Warfare,human,1670-1690#36,
british,1690-1710,50,404,duero; malacca; loire; volga; guadiana; seine; wolga; promontory; cochinchina,World Rivers & Place Names,Geography & Territory,human,1670-1690#78,
british,1690-1710,52,365,relyed; animadverted; relye; commented; relied; rely'd; preying; fathered; doats,Reliance & Dependence Verbs,Structural / Uncertain,inherited,1670-1690#57,Still reliance/dependence vocabulary.
british,1690-1710,43,506,historiam; romanorum; aliorum; oxoniensis; extat; ecclesiasticae; priores; veterum; galliae,"Latin Publication Imprints (Venetiis, Parisiis)","Books, Learning & Scholarship",inherited,1670-1690#32,Still Latin scholarly/publication vocabulary.
british,1690-1710,40,541,wilts; dorchester; surrey; shrewsbury; newberry; denbigh; pembroke; wiltshire; surry,English Towns & Place Names,Geography & Territory,inherited,1670-1690#34,Still place names.
british,1690-1710,29,798,mholadh; annsin; thug; eagla; ainm; dheas; ata; cheann; arson,Irish/Gaelic-Language Text,Structural / Uncertain,inherited,1670-1690#51,Still Irish/Gaelic-language text.
british,1690-1710,58,173,knowst; saidst; seemest; thinkst; sawest; saist; mightst; findest; wantest,Second-Person Singular Verb Forms,Structural / Uncertain,inherited,1670-1690#68,Still second-person -est verb forms.
british,1690-1710,53,305,receded; derogating; abstain'd; resulting; deduc'd; receding; recede; free'd; deducible,Legal & Social Action Verbs,"Government, Law & Administration",inherited,1670-1690#45,"Still substantially legal/procedural vocabulary, now focused on withdrawal and derivation."
british,1690-1710,4,1379,iddynt; weled; bwrw; oblegid; pechod; iawn; bywyd; hyd; arnaf,Welsh-Language Text,Structural / Uncertain,inherited,1670-1690#2,Still Welsh-language text.
british,1690-1710,48,419,comte; vitry; cerda; chaumont; marchioness; bertrand; cuirassiers; ricardo; chevalier,European Noble Houses & Place Names,"History, Genealogy, Nobility & Kinship",inherited,1670-1690#30,Still European noble titles/names.
british,1690-1710,0,2378,hactenus; praesertim; denique; eorundem; quaeque; talem; idque; protinus; ipsorum,Latin Scholastic Text,Structural / Uncertain,inherited,1670-1690#0,Still Latin text.
british,1690-1710,41,539,annesly; papillon; clerkson; molyneux; milbourn; osborn; busby; bridgeman; oxf,English Surnames (Clergy & Scholars),"History, Genealogy, Nobility & Kinship",human,1670-1690#33,
british,1690-1710,62,116,xlv; xl; xc; lxxxix; xxii; xxxvii; xxxii; xx; xlvi,Roman Numerals & Miscellany,Structural / Uncertain,inherited,1670-1690#77,Still Roman numerals.
british,1690-1710,44,492,tolc; valeriani; ideot; irishman; extortioner; accomplice; inversion; aposteme; vsurper,Mixed Miscellany,Structural / Uncertain,inherited,1670-1690#50,Still mixed miscellany.
british,1690-1710,56,184,instilled; transform'd; metamorphosed; div'd; relapsed; decoy'd; refunded; entereth; inquir'd,Transformation & Entry Verbs,Structural / Uncertain,inherited,1670-1690#69,Still transformation verbs.
british,1690-1710,24,837,danemarc; sujet; connoissance; faisoit; enfans; encore; donc; pasq; lumiere,French-Language Text,Structural / Uncertain,inherited,1670-1690#6,Still French-language text.
british,1690-1710,49,407,tuneful; ratling; warbling; shrill; roars; ecchoing; melodious; bellowing; lyre,"Music, Song & Poetic Celebration","Literature, Drama & Poetic Diction",inherited,1670-1690#56,Still music/sound vocabulary.
british,1690-1710,3,1412,lbj; quinces; betony; mugwort; olibanum; purslain; lemons; borrage; asparagus,Herbal & Culinary Ingredients,"Medicine, Body & Health",inherited,1670-1690#10,Still herbal/culinary ingredients.
british,1690-1710,9,1207,caius; antonius; marius; quintus; marcus; claudius; tatian; severus; strabo,Roman Historical Figures,"History, Genealogy, Nobility & Kinship",inherited,1670-1690#40,Still Roman historical names.
british,1690-1710,31,781,nostrorum; dictorum; sequenti; praedicti; praelatorum; conventui; cantuariensem; dicto; potestatis,Latin Text,Structural / Uncertain,inherited,1670-1690#28,Still Latin text.
british,1690-1710,34,659,catarrhs; dropsy; rheumatisms; dropsie; colick; dropsies; diarrhaea; asthma's; tumours,Medical Ailments & Bodily Afflictions,"Medicine, Body & Health",inherited,1670-1690#46,Still medical ailment vocabulary.
british,1690-1710,45,477,hares; goose; whelp; pidgeons; ducks; speckled; hens; partridges; geese,Animals & Occupational Types,Structural / Uncertain,inherited,1670-1690#44,Still animals and occupational types.
british,1690-1710,65,48,triumph'd; power'd; tyrannized; powered; powering; whelmed; whelm'd; insulted; tyrannize,"Tyranny, Domination & Rule","Government, Law & Administration",inherited,1670-1690#81,Still tyranny/domination vocabulary.
british,1690-1710,25,824,propius; eboracensem; petrum; facerent; hieronymi; prudentiae; caeteros; constituti; archiepiscoporum,Latin Text,Structural / Uncertain,inherited,1670-1690#41,Still Latin text.
british,1690-1710,17,981,ostendens; tslighe; caritas; jampridem; martyribus; ibhi; guebriant; confessorum; mhacaibh,Mixed Fragments & Proper Names,Structural / Uncertain,inherited,1670-1690#3,Still mixed fragments and proper names.
british,1690-1710,60,151,humorum; reliqua; vini; tartari; duas; nitri; sulphuris; colore; vivum,Apothecary Ingredients & Remedies,"Medicine, Body & Health",inherited,1670-1690#53,Still Latin apothecary terms.
british,1690-1710,6,1356,praedictorum; mittere; praedicto; cantuariam; ferens; piorum; jugiter; visu; transtulit,Latin Text,Structural / Uncertain,inherited,1670-1690#11,Still Latin text.
british,1710-1730,2,1111,elegant; pernicious; delicate; demonstrated; obvious; shocking; observed; extensive; declared,Descriptive Adjectives & Narrative Verbs,Structural / Uncertain,human,1690-1710#10,
british,1710-1730,1,1789,vertues; revenues; dispositions; clemency; rights; forts; pictures; provinces; piety,Mixed Abstract Nouns,Structural / Uncertain,human,1690-1710#13,
british,1710-1730,5,467,satisfy; procure; persuade; bind; communicate; reduce; enable; recommend; perswade,General Action Verbs,Structural / Uncertain,inherited,1690-1710#1,Still general action verbs.
british,1710-1730,4,673,salts; nervous; oil; fluid; oyl; kidneys; fluids; membranes; juices,Bodily Fluids & Physiology,"Medicine, Body & Health",human,1690-1710#3,
british,1710-1730,0,2173,amid; boughs; fragrant; rolling; tow'rs; purple; floating; abodes; glitt'ring,Ornate Descriptive Poetic Diction,"Literature, Drama & Poetic Diction",human,1690-1710#8,
british,1710-1730,6,404,vellum; sly; jub; gard; cun; alan; rav; betty; pru,Dramatic Character Names & Oaths,"Literature, Drama & Poetic Diction",inherited,1690-1710#16,Still dramatic character names/fragments.
british,1710-1730,3,975,steuart; murray; ibidem; sinclair; drummond; archbald; angus; malcolm; lennox,Scottish Surnames,"History, Genealogy, Nobility & Kinship",human,1690-1710#2,
british,1730-1750,3,1101,employments; popes; universities; institutions; conceptions; institution; necessities; records; superiors,Mixed Abstract Nouns,Structural / Uncertain,inherited,1710-1730#1,Still mixed abstract nouns.
british,1730-1750,1,1569,stimulating; properties; watery; pungent; moisture; viscous; acrid; sulphur; nervous,Bodily Fluids & Physiology,"Medicine, Body & Health",inherited,1710-1730#4,Still physiological/chemical fluid vocabulary.
british,1730-1750,4,841,satisfy; submit; bend; apply; pierce; proclaim; persuade; expose; deceive,General Action Verbs,Structural / Uncertain,inherited,1710-1730#5,Still general action verbs.
british,1730-1750,2,1336,ejusdem; canterbury; tynam; lovel; hon; edmund; chantery; nicholas; acton,Mixed English Names & Places,"History, Genealogy, Nobility & Kinship",human,1710-1730#3,
british,1730-1750,5,534,discovered; proved; cured; advised; advis'd; tried; demonstrated; preferred; discouraged,Descriptive Adjectives & Narrative Verbs,Structural / Uncertain,inherited,1710-1730#2,Still mixed descriptive adjectives and narrative verbs.
british,1730-1750,6,410,lud; badg; lucy; jewk; doodle; biddy; moore; guz; masinissa,Dramatic Character Names & Oaths,"Literature, Drama & Poetic Diction",inherited,1710-1730#6,Still dramatic character names.
british,1730-1750,0,2314,purple; legions; spoils; glitt'ring; flow'rs; azure; car; spires; sweets,Ornate Descriptive Poetic Diction,"Literature, Drama & Poetic Diction",inherited,1710-1730#0,Still ornate poetic imagery.
british,1730-1750,7,78,eight; twelve; thirty; forty; shillings; including; pence; ounces; thirteen,"Numbers, Currency & Measures","Trade, Finance & Commerce",human,,
british,1730-1750,8,61,depended; dependance; dependence; continent; rely; horseback; insisted; footing; depending,Dependence & Reliance Vocabulary,Structural / Uncertain,human,,
british,1750-1770,0,1712,institutions; classical; substances; antiquities; complex; translation; proposition; perceptions; properties,Mixed Abstract Nouns,Structural / Uncertain,inherited,1730-1750#3,Still mixed abstract nouns.
british,1750-1770,15,52,faster; harder; warmer; richer; lighter; fairer; older; fitter; wiser,Comparative Adjectives,Structural / Uncertain,human,,
british,1750-1770,4,1049,option; earldom; insurrection; essential; advantageous; refined; oration; efficacious; desirable,Mixed Abstract Nouns,Structural / Uncertain,human,1730-1750#1,
british,1750-1770,9,806,sirrah; eh; beville; urs; lucetta; belville; lucinda; clara; belinda,Dramatic Character Names & Oaths,"Literature, Drama & Poetic Diction",inherited,1730-1750#6,Still dramatic character names.
british,1750-1770,13,323,teribazus; egbert; irene; aemilius; othman; euanthe; varus; trebonius; zenobia,Ancient & Romance Historical Names,"History, Genealogy, Nobility & Kinship",human,,
british,1750-1770,14,103,sixty; pence; forty; fourteen; thirty; shillings; ninety; acres; sixteen,"Numbers, Currency & Measures","Trade, Finance & Commerce",inherited,1730-1750#7,Still numbers/currency/measures.
british,1750-1770,3,1079,secunder; alla; dowlat; counties; mahummud; malava; lahore; enterprizes; dien,Mixed Geographic & Miscellaneous Vocabulary,Structural / Uncertain,human,,
british,1750-1770,6,997,strengthened; confirmed; influenced; attacked; demonstrated; manifested; remarked; communicated; attributed,Descriptive Adjectives & Narrative Verbs,Structural / Uncertain,inherited,1730-1750#5,Still mixed descriptive verbs and adjectives.
british,1750-1770,1,1650,foaming; floating; gladsome; verdure; glitt'ring; vaulted; flow'rs; flow'ry; tow'rs,Ornate Descriptive Poetic Diction,"Literature, Drama & Poetic Diction",inherited,1730-1750#0,Still ornate poetic imagery.
british,1750-1770,10,711,gloucester; archibald; salton; northumberland; aug; norfolk; jan; gordon; chartulary,Mixed English Names & Places,"History, Genealogy, Nobility & Kinship",inherited,1730-1750#2,Still English names/places.
british,1750-1770,7,944,convince; deny; reconcile; disappoint; tempt; gild; communicate; compel; strengthen,General Action Verbs,Structural / Uncertain,inherited,1730-1750#4,Still general action verbs.
british,1750-1770,2,1394,grim; lab'ring; indignant; unhallow'd; threat'ning; godlike; unrelenting; agonizing; panting,Mixed Poetic & Emotional Vocabulary,Structural / Uncertain,human,,
british,1750-1770,11,606,ita; olim; modo; jam; domino; hoc; dum; enim; tamen,Latin Text,Structural / Uncertain,human,,
british,1750-1770,8,883,velvet; rice; curling; glands; silk; barley; bile; gums; gilt,Bodily Ailments & Medical Terms,"Medicine, Body & Health",human,,
british,1750-1770,5,1040,rolled; pulled; beholds; wakes; mourn'd; rear'd; pierc'd; wav'd; flung,Physical & Poetic Action Verbs,Structural / Uncertain,human,1730-1750#8,
british,1750-1770,16,26,do'st; did'st; could'st; mayst; sayst; couldst; should'st; may'st; wouldst; knowest,Second-Person Archaic Verb Forms,Structural / Uncertain,human,,
british,1750-1770,12,409,retour; wykes; arran; heming; waverl; ruthven; ducem; haddington; johannes,Scottish Nobility & Estate Names,"History, Genealogy, Nobility & Kinship",human,,
british,1770-1790,6,1289,unwarrantable; irritable; diction; complex; subtile; exceptionable; disgusting; beneficial; acrimonious,Mixed Abstract Nouns,Structural / Uncertain,inherited,1750-1770#4,Still mixed abstract adjectives/nouns.
british,1770-1790,2,1639,infringement; adhuc; idiot; baseness; injustice; malignity; earthquake; anguish; urbanity,Mixed Poetic & Emotional Vocabulary,Structural / Uncertain,inherited,1750-1770#2,Still a heterogeneous mix with no single theme.
british,1770-1790,17,81,heavier; harder; bigger; swifter; safer; cheaper; whiter; lighter; stronger,Comparative Adjectives,Structural / Uncertain,inherited,1750-1770#15,Still comparative adjectives.
british,1770-1790,8,999,viscid; mucus; secretion; bile; serum; irritation; scorbutic; juices; urine,Bodily Fluids & Physiology,"Medicine, Body & Health",human,1750-1770#0,
british,1770-1790,10,934,reconcile; expose; suggest; tempt; injure; woo; vex; acquit; disappoint,General Action Verbs,Structural / Uncertain,inherited,1750-1770#7,Still general action verbs.
british,1770-1790,7,1198,jemmy; kit; darby; fag; betty; dar; moll; nannette; elwina,Dramatic Character Names & Oaths,"Literature, Drama & Poetic Diction",inherited,1750-1770#9,Still dramatic character names.
british,1770-1790,16,457,axis; curve; rectangle; transverse; ordinate; diameter; dc; triangle; gallons,Geometry & Mathematical Figures,"Science, Mathematics & Natural Philosophy",human,1750-1770#14,
british,1770-1790,12,686,twineall; colville; thompson; dodd; spence; norris; watson; pennant; mortimer,English Surnames,"History, Genealogy, Nobility & Kinship",human,1750-1770#13,
british,1770-1790,3,1635,stockings; yams; tufted; edged; myrrh; pot; berries; thyme; potatoes,Domestic & Culinary Items,"Domestic Life, Dress & Household",human,1750-1770#8,
british,1770-1790,5,1322,distended; deposed; weakened; declared; stimulated; strengthened; assassinated; solicited; impaired,Descriptive Adjectives & Narrative Verbs,Structural / Uncertain,inherited,1750-1770#6,Still mixed descriptive adjectives and narrative verbs.
british,1770-1790,1,2185,governors; barons; institutions; establishments; polity; payment; gauls; goths; prelates,Mixed Geographic & Miscellaneous Vocabulary,Structural / Uncertain,inherited,1750-1770#3,Still a heterogeneous mix (governmental/administrative plus ethnic names).
british,1770-1790,0,2435,lightnings; dewy; bowers; crystal; vengeful; ruthless; warbled; threat'ning; swell'd,Ornate Descriptive Poetic Diction,"Literature, Drama & Poetic Diction",inherited,1750-1770#1,Still ornate poetic imagery.
british,1770-1790,9,963,dicti; illa; eos; hac; seu; patris; tamen; ipsius; sua,Latin Text,Structural / Uncertain,inherited,1750-1770#11,Still Latin text.
british,1770-1790,15,539,flung; rolled; pull; pulled; tumbled; tearing; slipt; pulls; walked,Physical Motion Verbs,Structural / Uncertain,human,,
british,1770-1790,14,556,rocky; sloping; rhine; skirts; cliff; severn; cliffs; heath; craggy,"Rivers, Cliffs & Terrain Features",Geography & Territory,human,,
british,1770-1790,4,1374,d'no; hugo; volumus; habeant; dicto; nuper; fenwick; johanne; concedimus,Mixed English Names & Places,"History, Genealogy, Nobility & Kinship",inherited,1750-1770#10,Still mixed Latin legal terms and English names.
british,1770-1790,11,862,forsakes; rends; consign'd; subdu'd; paints; view'd; press'd; rears; beholds,Physical & Poetic Action Verbs,Structural / Uncertain,inherited,1750-1770#5,Still physical/poetic action verbs.
british,1770-1790,13,673,eccles; thucydides; vo; coll; sallust; leland; polybius; herodotus; version,Classical Historians & Authors,"Books, Learning & Scholarship",human,1750-1770#12,
british,1770-1790,18,26,wouldst; shouldst; should'st; couldst; could'st; mayst; did'st; think'st; would'st; wast,Second-Person Archaic Verb Forms,Structural / Uncertain,inherited,1750-1770#16,Still archaic second-person verb forms.
british,1790-1810,34,469,pounders; shil; piastres; stivers; paras; quarts; eighths; guilders; lings,Currency & Measures,"Trade, Finance & Commerce",human,1770-1790#16,
british,1790-1810,45,122,lovelier; bigger; taller; harder; swifter; handsomer; hotter; broader; avorse,Comparative Adjectives,Structural / Uncertain,inherited,1770-1790#17,Still comparative adjectives.
british,1790-1810,3,1662,irrational; forcible; reprehensible; efficacious; unprincipled; illiberal; elaborate; complex; extensively,Mixed Abstract Nouns,Structural / Uncertain,inherited,1770-1790#6,Still mixed abstract nouns/adjectives.
british,1790-1810,1,1964,gaby; m'gil; jen; hufh; len; duval; syne; tangent; tap,Dramatic Character Names & Oaths,"Literature, Drama & Poetic Diction",inherited,1770-1790#7,Still dramatic character names/fragments.
british,1790-1810,8,1442,gooch; howell; barnsley; sewell; brecon; clark; pudsey; oliphant; upholder,English Surnames,"History, Genealogy, Nobility & Kinship",inherited,1770-1790#12,Still English surnames.
british,1790-1810,4,1582,countenanced; counteracted; weakened; demonstrated; excommunicated; assailed; overtaken; repressed; promulgated,Descriptive Adjectives & Narrative Verbs,Structural / Uncertain,inherited,1770-1790#5,Still mixed descriptive verbs.
british,1790-1810,17,1071,gilolo; dacia; kamtschatka; foyle; shannon; mindanao; funen; popayan; bienne,World Geographic Place Names,Geography & Territory,human,,
british,1790-1810,36,392,marines; austrians; frigate; frigates; squadron; regiments; adjutant; xebec; infantry,Naval & Military Forces,Military & Warfare,human,,
british,1790-1810,24,701,pelopidas; phlius; tarquinius; iphicrates; mantineia; pharnabazus; tullius; montfort; yaroslaf,Ancient & Medieval Historical Figures,"History, Genealogy, Nobility & Kinship",human,,
british,1790-1810,18,1041,eux; bellegarde; marne; nord; ete; etre; plaisir; jamais; veut,French-Language Text,Structural / Uncertain,human,,
british,1790-1810,29,504,republicans; egyp; armenians; mythology; huns; assyrians; swedes; hosts; celtic,Peoples & Nations,"History, Genealogy, Nobility & Kinship",human,,
british,1790-1810,16,1116,jji; yap; aaj; xai; aaa; jb; fj; twv; xxj,OCR Fragment Noise,Structural / Uncertain,human,,
british,1790-1810,21,809,inlaid; gateway; fluted; semicircular; columns; clustered; planks; pilasters; carved,Architectural Features,"Domestic Life, Dress & Household",human,,
british,1790-1810,30,501,niece; colleagues; foft; fifter; kinsman; ancestor; difgrace; grandson; forrow,Kinship Terms Mixed with OCR Noise,Structural / Uncertain,human,,
british,1790-1810,6,1546,payment; exportation; clergymen; judicial; expenses; alcaldes; deputy; commissioners; coroners,Government Offices & Administration,"Government, Law & Administration",human,,
british,1790-1810,10,1332,impute; reconcile; attach; forsake; assuage; incite; suggest; befriend; stimulate,General Action Verbs,Structural / Uncertain,inherited,1770-1790#10,Still general action verbs.
british,1790-1810,5,1572,assail'd; vengeful; ruthless; relentless; affection's; sainted; envenom'd; tyrant's; remorseless,Ornate Descriptive Poetic Diction,"Literature, Drama & Poetic Diction",inherited,1770-1790#0,Still ornate poetic imagery.
british,1790-1810,11,1325,thund'ring; quiv'ring; madd'ning; foaming; hov'ring; cleaves; stygian; rends; wint'ry,Storm & Turmoil Poetic Diction,"Literature, Drama & Poetic Diction",human,,
british,1790-1810,7,1535,selfishness; griefs; analysis; demonstration; injustice; imperfection; fanaticism; tenderness; insolence,Mixed Poetic & Emotional Vocabulary,Structural / Uncertain,inherited,1770-1790#2,Still mixed poetic/emotional vocabulary.
